company Name,Question
CapitalOne, The cases and behavioral questions were very straight forward. They actually gave a list of sample behavioral questions to the interviewees the day before and then drew from that list. 
DiscoverOrg, What was the last book you read for pleasure?
IEM," Asked my ability to complete the tasks of the job, how I would complete them. Why are man hole covers round?"
VentureStrategiesInnovations, Can you describe a time where you experienced a conflict with a supervisor?
CiscoSystems, How would I handle a situation where a customer was upset.
NovusPartners, Excel and finance questions.
Morningstar, What is a good manager like? 
Broadridge, explain your experience
HauteHijab," Behavioral questions, how would you do this and that."
Digitas, How would you describe your management style?
Kontagent, Taking a timed personality test.
Humanscale," Typing speed, Excel questions, Memo"
SoleraHealth, How did you help someone with time management?
MetLife, Tell me a little about yourself?
SoleraHealth, Give an example of a time when you mentored someone
Broadridge, what type of projects have you done in class?
UnitedHealthGroup," Behavioral questions, no technical questions or experience questions. "
SoleraHealth, Difference between Excel and Database in lay-man terms
EnterprisePeak, If you could have one superpower what would it be?
Broadridge, how does this position relate to your future goals? 
VergeMobile, Are you a big-picture or a detail-oriented person?
FlatironHealth, How would you structure a takeout food delivery app's database?
TracFone, Why would you be a good fit for this role
VinylInteractive, What is your greatest weakness as it applies to this role? Why are you interested in working here? (After explaining their business model and basics of what they do): What types of data would you like to look at to include in our models? What is the difference between model precision and recall? 
DraftKings, They gave me a hypothetical fantasy sports game and asked me to find the appropriate prize pool for the game
Humanscale," Typing Speed, Excel , Memo"
Boingo, Time series question on logs of data
BloombergL.P., Walk me through your resume.
AppNexus, Why New York and why AppNexus?
AppNexus, Evaluate your strengths and weaknesses.
AppNexus," Tell us about your experiences, specifically customer-service related."
AppNexus," Given a certain set of information, how many people would have mobile phones by 2023?"
GeckoRobotics," 1. Specific technical questions about math, trigonometry, signal analysis. 2. HR questions (about my interests, why Gecko Robotics, why the position, my background)."
VirtusPartners, Do you know how to make a pivot table? 
AppNexus, What KPIs would you use to track a certain campaign?
AppNexus, How would you analyze data?
StateFarm, Tell me about a time where you learned something from a coworker.
EY, They asked me just basic data analyst questions and what I would do in certain scenarios.
DiningAlliance, Do you know what a GPO (Group Purchasing Organization) is and what we do?
CNA, How to select variables
CollectiveMedical, have you heard of hl7
CollectiveMedical, have you ever dealt with databases
CollectiveMedical, have you ever dealt with sftp
CNA, How do you make decisions?
CollectiveMedical, how did you troubleshoot issues with databases.
CollectiveMedical, what's your ideal work environment
Keap, Prepare a five slide deck of business insights from a set of their data. 
CapitalOne, Describe your prior work experience and the data analysis part of it
iPullRank, Tell me about yourself
iPullRank, What's the most technical project you have done
Uber," Nothing specific, and I don't mean that in a good way. ""How would you make this feature better?"""
CNA, Explain why you are good with technology?
